avg_ms,std_ms,p95_ms,p99_ms,instance_type,data_size
58.44684744002734,2.087277500805714,62.09914319952077,62.09914319952077,cpu,1000
149.69036951981252,16.024069230206642,155.11183099970367,155.11183099970367,cpu,5000
265.6763457501802,16.284214555888436,296.93873265259754,296.93873265259754,cpu,10000
523.4340642500683,41.23148035890188,608.5313428016889,608.5313428016889,cpu,20000
735.4391804798797,53.6538573168123,868.7710960013646,868.7710960013646,cpu,30000
1006.1460267899747,67.00395482299915,1144.621890702183,1144.621890702183,cpu,40000
