avg_ms,std_ms,p95_ms,p99_ms,instance_type,data_size
227.0037755400699,0.8732089941850468,228.02105464215856,228.02105464215856,neuron_core4,1000
234.05356258008396,0.6541654151879468,235.10852164617972,235.10852164617972,neuron_core4,5000
271.5458996006055,0.7646902031840701,272.78615279938094,272.78615279938094,neuron_core4,10000
329.1104654596711,1.173415970772341,331.2006471460336,331.2006471460336,neuron_core4,20000
366.4989457001502,6.086266168352653,379.88422305716085,379.88422305716085,neuron_core4,30000
424.5149631204549,2.52374704431494,430.91430175772985,430.91430175772985,neuron_core4,40000
