avg_ms,std_ms,p95_ms,p99_ms,instance_type,data_size
115.14498284994261,4.846967489838165,120.95793480029897,120.95793480029897,cpu,1000
336.90335657001924,38.807990355225385,363.9355322504343,363.9355322504343,cpu,5000
636.6020070898412,16.201333144510468,661.6804536994096,661.6804536994096,cpu,10000
1244.2209059400193,35.65888738374722,1273.167784551606,1273.167784551606,cpu,20000
1808.2600593100506,101.93308395797202,1849.6048793005684,1849.6048793005684,cpu,30000
2439.0458428900456,46.12909291512739,2465.9686971001975,2465.9686971001975,cpu,40000
